"elapsed_time_second","latitude_degree","longitude_degree","altitude_meter","sea_water_temperature_degC","sea_water_salinity_psu","mass_concentration_of_chlorophyll_in_sea_water_ugram_per_liter","eastward_sea_water_velocity_meter_per_sec","northward_sea_water_velocity_meter_per_sec"
0,36.8024781413352,-121.829647676843,0,16.4777568562924,33.4406838402469,5.59611283346742,-0.0303889695119743,0.0241565608953265
0,36.8024781413352,-121.82933140694,0,16.4880578739855,33.440635436351,5.56476938370162,-0.0299001674494645,0.0237270864038717
0,36.8024781413352,-121.829015137037,0,16.4983588916787,33.440587032455,5.53409493081345,-0.0294113653869548,0.0232976119124169
0,36.8024781413352,-121.828698867133,0,16.5086599093718,33.440538628559,5.50408947480295,-0.028922563324445,0.0228681374209621
0,36.8024781413352,-121.82838259723,0,16.518960927065,33.440490224663,5.47475301567013,-0.0284337612619352,0.0224386629295073
0,36.8024781413352,-121.828066327327,0,16.5292619447577,33.440441820767,5.44608555341625,-0.0279449591994474,0.0220091884380718
0,36.8024781413352,-121.827750057424,0,16.5395629624508,33.4403934168711,5.41808708803876,-0.0274561571369376,0.021579713946617
0,36.8024781413352,-121.827433787521,0,16.549863980144,33.4403450129751,5.39075761953895,-0.0269673550744279,0.0211502394551622
0,36.8024781413352,-121.827117517617,0,16.5601649978371,33.4402966090791,5.36409714791681,-0.0264785530119181,0.0207207649637074
0,36.8024781413352,-121.826801247714,0,16.5704660155303,33.4402482051831,5.33810567317235,-0.0259897509494083,0.0202912904722526
0,36.8024781413352,-121.826484977811,0,16.5807670332234,33.4401998012871,5.31278319530557,-0.0255009488868985,0.0198618159807978
0,36.8024781413352,-121.826168707908,0,16.5910680509166,33.4401513973911,5.28812971431648,-0.0250121468243888,0.019432341489343
0,36.8024781413352,-121.825852438004,0,16.6013690686097,33.4401029934952,5.264145230205,-0.024523344761879,0.0190028669978882
0,36.8024781413352,-121.825536168101,0,16.6116700863024,33.4400545895992,5.24082974297233,-0.0240345426993912,0.0185733925064527
0,36.8024781413352,-121.825219898198,0,16.6219711039956,33.4400061857032,5.21818325261624,-0.0235457406368814,0.0181439180149979
0,36.8024781413352,-121.824903628295,0,16.6322721216887,33.4399577818072,5.19620575913783,-0.0230569385743716,0.0177144435235431
0,36.8024781413352,-121.824587358392,0,16.6425731393819,33.4399093779112,5.17489726253709,-0.0225681365118619,0.0172849690320883
0,36.8024781413352,-121.824271088488,0,16.6528741570751,33.4398609740153,5.15425776281404,-0.0220793344493521,0.0168554945406335
0,36.8024781413352,-121.823954818585,0,16.6631751747682,33.4398125701193,5.13428725996866,-0.0215905323868423,0.0164260200491787
0,36.8024781413352,-121.823638548682,0,16.6734761924614,33.4397641662233,5.11498575400096,-0.0211017303243326,0.0159965455577239
0,36.8024781413352,-121.823322278779,0,16.6837772101545,33.4397157623273,5.09635324491094,-0.0206129282618228,0.0155670710662691
0,36.8024781413352,-121.823006008876,0,16.6940782278477,33.4396673584313,5.07838973269859,-0.020124126199313,0.0151375965748143
0,36.8024781413352,-121.822689738972,0,16.7043792455408,33.4396189545354,5.06109521736393,-0.0196353241368032,0.0147081220833595
0,36.8024781413352,-121.822373469069,0,16.7146802632335,33.4395705506394,5.04446969890767,-0.0191465220743154,0.014278647591924
0,36.8024781413352,-121.822057199166,0,16.7249812809267,33.4395221467434,5.02851317732832,-0.0186577200118057,0.0138491731004692
0,36.8024781413352,-121.821740929263,0,16.7352822986198,33.4394737428474,5.01322565262667,-0.0181689179492959,0.0134196986090144
0,36.8024781413352,-121.82142465936,0,16.745583316313,33.4394253389514,4.99860712480269,-0.0176801158867861,0.0129902241175596
0,36.8024781413352,-121.821108389456,0,16.7558843340061,33.4393769350554,4.98465759385639,-0.0171913138242763,0.0125607496261048
0,36.8024781413352,-121.820792119553,0,16.7661853516993,33.4393285311595,4.97137705978777,-0.0167025117617666,0.01213127513465
0,36.8024781413352,-121.82047584965,0,16.7764863693924,33.4392801272635,4.95876552259683,-0.0162137096992568,0.0117018006431952
0,36.8024781413352,-121.820159579747,0,16.7867873870856,33.4392317233675,4.94682298228356,-0.015724907636747,0.0112723261517404
0,36.8024781413352,-121.819843309844,0,16.7957390216024,33.439173996904,4.93776385843034,-0.0153211539474877,0.0108376076045631
0,36.8024781413352,-121.81952703994,0,16.803311073351,33.4391067392313,4.93134779935811,-0.0150043520390606,0.0103975276381136
0,36.8024781413352,-121.819210770037,0,16.8108831250996,33.4390394815585,4.92521275794354,-0.0146875501306336,0.00995744767166414
0,36.8024781413352,-121.818894500134,0,16.8184551768483,33.4389722238858,4.9193587341868,-0.0143707482222066,0.00951736770521465
0,36.8024781413352,-121.818578230231,0,16.8260272285969,33.438904966213,4.91378572808772,-0.0140539463137796,0.00907728773876516
0,36.8027313654204,-121.829647676843,0,16.4820650414955,33.4403152469338,5.58705151894494,-0.0302662530360469,0.0239804195405047
0,36.8027313654204,-121.82933140694,0,16.4923418452948,33.4402687519774,5.555787188611,-0.0297764927357246,0.0235511600300578
0,36.8027313654204,-121.829015137037,0,16.502618649094,33.440222257021,5.52519448070197,-0.0292867324354024,0.0231219005196109
0,36.8027313654204,-121.828698867133,0,16.5128954528932,33.4401757620646,5.4952733952179,-0.0287969721350802,0.022692641009164
0,36.8027313654204,-121.82838259723,0,16.5231722566924,33.4401292671082,5.46602393215884,-0.028307211834758,0.0222633814987171
